"Subj"	"Age"	"Gender"	"SES"	"Believe_God"	"Rej_Church"	"Order"	"Code"	"SISI_SCORE"	"Fusion_SCORE"	"MassAttendance"	"RelIDBASIC"	"God_Always_Never"	"GodCertainty_1"	"CatholicBelief_SCORE"	"CathMoral_SCORE"	"Rej_The_Ath"	"CN_CR_TR_AR"	"CN_CR_NC"	"IntMorRej"	"RejFact_1_Catholicreligiousbeliefsdidntmakesenseorwereu"	"RejFact_2_TheCatholicChurchsmoralvaluesareoutofdateor"	"RejFact_3_Thebehaviourofpeoplearoundmewhocalledthemselve"	"RejFact_4_ThesexualabusescandalsintheCatholicChurch"	"RejFact_5_ThefeelingthattheCatholicChurchwantstocontrol"	"RejFact_6_Catholicismwasirrelevanttomylife"	"RejFact_7_Ilearnedmoreaboutatheisthumanistsecularideas"	"RejFact_8_BoredomwithCatholicreligiousservices"	"RejFact_9_Ilearnedmoreaboutotherreligiousorspiritualbeli"	"RejFact_10_PeoplearoundmemostlypractisedCatholicismoutof"	"RejFact_12_Ilearnedmoreaboutscience"	"ParentsCatholic"	"CRED_SCORE"	"CathInfGood_Bad"	"ChurchInfToday"	"Trust_1_Atheists"	"Trust_2_Priests"	"Trust_5_Bishops"	"ScEmo_1_Anger"	"ScEmo_2_Disgust"	"ScEmo_3_Contempt"	"ScEmo_4_Shame"	"ScEmo_Amusement"	"ScEmo_Sadness"	"ScEmo_Disbelief"	"ScEmo_Shock"	"ScEmo_Norealfeelingsaboutit"	"ScEmo_Vindication_Ialreadyknewthechurchwasbad"	"Paedo_."	"CredDepl_1_GotoMass"	"CredDepl_2_GotoConfession"	"CredDepl_3_DonatemoneytotheChurchortoCatholiccharities"	"CredDepl_4_Gotothechurchtolightcandles"	"CredDepl_5_ReceiveashesonAshWednesday"	"CredDepl_6_Prayinfrontofotherpeople"	"CredDepl_7_Celebrateimportanteventsinmylifeormychildren"	"CredDepl_8_Blessmyselfwhilepassingachurch"	"CredDepl_9_GivesomethingupforLent"	"CredDepl_10_Confrontfamilymembersorpeopleinmycommunitywh"	"CredDepl_11_HidethefactthatIdidntreallybelieveinCathol"	"CredDepl_12_Noneoftheabove"	"Causes_1_Homosexualsjoiningthepriesthood"	"Causes_2_Paedophilesjoiningthepriesthood"	"Causes_3_Priestswerenottrainedaswellastheyusedtobe"	"Causes_4_IrishpeopleweretooobedienttoquestiontheChurchc"	"Causes_5_TheChurchcaredmoreaboutitsreputationthanaboutp"	"Causes_6_Priestlycelibacypriestsarenotallowedtomarry"	"Causes_7_Peoplewerelessawareofchildabuseinthepast"	"Causes_8_Peopleknewbutturnedablindeyetowhatwashappenin"	"Causes_9_TheChurchhadtoomuchpowerovertheState"	"Causes_10_Aresultofdecliningmoralsinsocietyingeneral"	"Causes_11_Theexploitationoftheissuebypeoplewhoareagains"	"Causes_12_OtherPleasesaywhatthisisintheboxbelow"	"Progressivism"	"MF_CUT"	"UrbRural"	"UrbRural_D"	"CSchool"	"SES2"
"11"	10	3	1	3	1	0	2	"Authoritarian/Dominant"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"12"	10	3	1	3	1	0	9	"Sacraments/Rites of Passage"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"13"	10	3	1	3	1	0	12	"Jesus"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"14"	10	3	1	3	1	0	13	"Christmas/Other Religious Occasion"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"15"	10	3	1	3	1	0	10	"Sacraments/Rites of Passage"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"16"	10	3	1	3	1	0	1	"God"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"17"	10	3	1	3	1	0	15	"Fear"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"18"	10	3	1	3	1	0	4	"Reforming/Changing"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"19"	10	3	1	3	1	0	14	"Confession"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"20"	10	3	1	3	1	0	11	"Sacraments/Rites of Passage"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"21"	10	3	1	3	1	0	7	"Pope"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"22"	10	3	1	3	1	0	8	"Communion"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"23"	10	3	1	3	1	0	5	"Clergy"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"24"	10	3	1	3	1	0	6	"Vatican/Overall Structure"	18	16	1	1	1	7	25	7	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	36	2	4	9	3	6	6	2	7	3	8	1	4	5	10	9	12	0	0	0	0	0	0	0	1	0	1	0	0	4	7	7	4	7	1	2	7	4	7	4	7	-11	" "	1	1	1	5
"25"	100	6	2	11	1	0	5	"Community"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"26"	100	6	2	11	1	0	8	"Clergy"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"27"	100	6	2	11	1	0	9	"Abuse/Paedophilia"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"28"	100	6	2	11	1	0	6	"Clergy"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"29"	100	6	2	11	1	0	7	"Clergy"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"30"	100	6	2	11	1	0	12	"Confession"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"31"	100	6	2	11	1	0	13	"Sacraments/Rites of Passage"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"32"	100	6	2	11	1	0	10	"Authoritarian/Dominant"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"33"	100	6	2	11	1	0	11	"Mass"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"34"	100	6	2	11	1	0	1	"Religion"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"35"	100	6	2	11	1	0	2	"Vatican/Overall Structure"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"36"	100	6	2	11	1	0	3	"Money"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"37"	100	6	2	11	1	0	4	"Other Theological/Scriptural Association"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"38"	100	6	2	11	1	0	18	"Education System"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"39"	100	6	2	11	1	0	19	"Marriage councillors"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"40"	100	6	2	11	1	0	20	"Mass"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"41"	100	6	2	11	1	0	16	"Christmas/Other Religious Occasion"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"42"	100	6	2	11	1	0	17	"Christmas/Other Religious Occasion"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"43"	100	6	2	11	1	0	14	"Mass"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"44"	100	6	2	11	1	0	15	"Christmas/Other Religious Occasion"	11	15	5	2	1	7	22	30	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	42	2	4	8	3	5	1	5	4	2	10	3	6	7	9	8	6	0	1	0	0	0	0	0	0	0	0	0	0	6	4	6	6	6	4	6	6	4	5	6	6	0	"CUT"	5	2	1	NA
"45"	101	3	1	3	0	1	1	"Outdated/Conservative"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"46"	101	3	1	3	0	1	2	"Outdated/Conservative"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"47"	101	3	1	3	0	1	3	"Bad/Immoral"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"48"	101	3	1	3	0	1	4	"Irrelevant"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"49"	101	3	1	3	0	1	5	"Insular/Detached"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"50"	101	3	1	3	0	1	6	"Good/Holy"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"51"	101	3	1	3	0	1	11	"Jesus"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"52"	101	3	1	3	0	1	12	"Confession"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"53"	101	3	1	3	0	1	13	"Clergy"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"54"	101	3	1	3	0	1	14	"Celibacy"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"55"	101	3	1	3	0	1	15	"Communion"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"56"	101	3	1	3	0	1	16	"Communion"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"57"	101	3	1	3	0	1	17	"Sin"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"58"	101	3	1	3	0	1	18	"Sin"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"59"	101	3	1	3	0	1	19	"Afterlife"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
"60"	101	3	1	3	0	1	7	"God"	6	8	2	2	3	2	6	7	3	4	3	3	1	7	4	4	7	7	2	4	1	7	4	1	25	3	3	3	7	8	2	9	3	10	7	5	6	4	8	1	10	0	0	0	0	0	0	0	0	0	1	0	0	1	7	1	7	7	6	3	5	7	1	3	7	-11	" "	1	1	1	5
